bk
ID: 0	 X: -3.52	 Y: 2.75	 Z: 0.00 	 W: 0.00
ID: 1	 X: -3.69	 Y: 2.92	 Z: 0.00 	 W: 0.00
ID: 2	 X: 8.50	 Y: 9.67	 Z: 0.00 	 W: 0.00
ID: 3	 X: 8.77	 Y: 9.86	 Z: 0.00 	 W: 0.00
ID: 4	 X: 5.40	 Y: 15.42	 Z: 0.00 	 W: 0.00
ID: 5	 X: 5.60	 Y: 15.71	 Z: 0.00 	 W: 0.00
ID: 6	 X: 2.86	 Y: 16.85	 Z: 0.00 	 W: 0.00
ID: 7	 X: 2.49	 Y: 17.15	 Z: 0.00 	 W: 0.00
ID: 8	 X: 2.31	 Y: 17.37	 Z: 0.00 	 W: 0.00
ID: 9	 X: 12.76	 Y: 15.23	 Z: 0.00 	 W: 0.00
ID: 10	 X: 13.24	 Y: 15.07	 Z: 0.00 	 W: 0.00
ID: 11	 X: -4.08	 Y: 22.38	 Z: 0.00 	 W: 0.00
ID: 12	 X: -5.21	 Y: 22.43	 Z: 0.00 	 W: 0.00
bk
ID: 0	 X: -0.56	 Y: 1.32	 Z: 0.00 	 W: 0.00
ID: 1	 X: -0.61	 Y: 1.62	 Z: 0.00 	 W: 0.00
ID: 2	 X: -0.11	 Y: 3.71	 Z: 0.00 	 W: 0.00
ID: 3	 X: -0.10	 Y: 3.96	 Z: 0.00 	 W: 0.00
ID: 4	 X: -0.05	 Y: 4.21	 Z: 0.00 	 W: 0.00
ID: 5	 X: 0.00	 Y: 4.46	 Z: 0.00 	 W: 0.00
ID: 6	 X: -3.46	 Y: 3.89	 Z: 0.00 	 W: 0.00
ID: 7	 X: -3.63	 Y: 4.08	 Z: 0.00 	 W: 0.00
ID: 8	 X: -3.63	 Y: 4.39	 Z: 0.00 	 W: 0.00
ID: 9	 X: -3.68	 Y: 4.98	 Z: 0.00 	 W: 0.00
ID: 10	 X: -3.65	 Y: 5.19	 Z: 0.00 	 W: 0.00
ID: 11	 X: -3.64	 Y: 5.90	 Z: 0.00 	 W: 0.00
ID: 12	 X: -3.45	 Y: 6.16	 Z: 0.00 	 W: 0.00
ID: 13	 X: -3.60	 Y: 6.80	 Z: 0.00 	 W: 0.00
ID: 14	 X: -3.62	 Y: 7.04	 Z: 0.00 	 W: 0.00
ID: 15	 X: -2.22	 Y: 8.39	 Z: 0.00 	 W: 0.00
ID: 16	 X: -2.33	 Y: 8.60	 Z: 0.00 	 W: 0.00
ID: 17	 X: -2.92	 Y: 8.68	 Z: 0.00 	 W: 0.00
ID: 18	 X: -5.29	 Y: 8.45	 Z: 0.00 	 W: 0.00
ID: 19	 X: -4.75	 Y: 8.97	 Z: 0.00 	 W: 0.00
ID: 20	 X: -5.13	 Y: 10.45	 Z: 0.00 	 W: 0.00
ID: 21	 X: -5.42	 Y: 10.70	 Z: 0.00 	 W: 0.00
ID: 22	 X: -5.40	 Y: 10.83	 Z: 0.00 	 W: 0.00
ID: 23	 X: -6.54	 Y: 11.66	 Z: 0.00 	 W: 0.00
ID: 24	 X: -6.21	 Y: 12.09	 Z: 0.00 	 W: 0.00
ID: 25	 X: 8.94	 Y: 13.39	 Z: 0.00 	 W: 0.00
ID: 26	 X: 8.88	 Y: 13.65	 Z: 0.00 	 W: 0.00
ID: 27	 X: 9.36	 Y: 13.66	 Z: 0.00 	 W: 0.00
bk
ID: 0	 X: -3.51	 Y: 2.77	 Z: 0.00 	 W: 0.00
ID: 1	 X: -3.60	 Y: 3.03	 Z: 0.00 	 W: 0.00
ID: 2	 X: 8.77	 Y: 9.86	 Z: 0.00 	 W: 0.00
ID: 3	 X: 8.70	 Y: 10.15	 Z: 0.00 	 W: 0.00
ID: 4	 X: 11.08	 Y: 9.91	 Z: 0.00 	 W: 0.00
ID: 5	 X: 11.26	 Y: 10.44	 Z: 0.00 	 W: 0.00
ID: 6	 X: 2.96	 Y: 16.83	 Z: 0.00 	 W: 0.00
ID: 7	 X: 2.70	 Y: 17.12	 Z: 0.00 	 W: 0.00
ID: 8	 X: 2.41	 Y: 17.33	 Z: 0.00 	 W: 0.00
ID: 9	 X: 12.66	 Y: 15.31	 Z: 0.00 	 W: 0.00
ID: 10	 X: 13.06	 Y: 15.23	 Z: 0.00 	 W: 0.00
bk
ID: 0	 X: -3.54	 Y: 2.73	 Z: 0.00 	 W: 0.00
ID: 1	 X: -3.70	 Y: 2.89	 Z: 0.00 	 W: 0.00
ID: 2	 X: -3.90	 Y: 3.05	 Z: 0.00 	 W: 0.00
ID: 3	 X: 8.33	 Y: 9.83	 Z: 0.00 	 W: 0.00
ID: 4	 X: 8.67	 Y: 9.98	 Z: 0.00 	 W: 0.00
ID: 5	 X: 8.64	 Y: 10.20	 Z: 0.00 	 W: 0.00
ID: 6	 X: 2.56	 Y: 16.90	 Z: 0.00 	 W: 0.00
ID: 7	 X: 2.28	 Y: 17.18	 Z: 0.00 	 W: 0.00
ID: 8	 X: 12.66	 Y: 15.30	 Z: 0.00 	 W: 0.00
ID: 9	 X: 13.42	 Y: 14.91	 Z: 0.00 	 W: 0.00
