bk
ID: 0	 X: -0.56	 Y: 1.32	 Z: 0.00 	 W: 0.00
ID: 1	 X: -0.61	 Y: 1.62	 Z: 0.00 	 W: 0.00
ID: 2	 X: -0.04	 Y: 3.71	 Z: 0.00 	 W: 0.00
ID: 3	 X: -0.14	 Y: 3.96	 Z: 0.00 	 W: 0.00
ID: 4	 X: -0.13	 Y: 4.21	 Z: 0.00 	 W: 0.00
ID: 5	 X: -3.50	 Y: 3.84	 Z: 0.00 	 W: 0.00
ID: 6	 X: -3.67	 Y: 4.03	 Z: 0.00 	 W: 0.00
ID: 7	 X: -3.69	 Y: 4.35	 Z: 0.00 	 W: 0.00
ID: 8	 X: -3.74	 Y: 5.25	 Z: 0.00 	 W: 0.00
ID: 9	 X: -3.16	 Y: 5.89	 Z: 0.00 	 W: 0.00
ID: 10	 X: -3.63	 Y: 5.96	 Z: 0.00 	 W: 0.00
ID: 11	 X: -3.80	 Y: 5.99	 Z: 0.00 	 W: 0.00
ID: 12	 X: -3.60	 Y: 6.80	 Z: 0.00 	 W: 0.00
ID: 13	 X: -3.62	 Y: 7.04	 Z: 0.00 	 W: 0.00
ID: 14	 X: -2.22	 Y: 8.39	 Z: 0.00 	 W: 0.00
ID: 15	 X: -2.43	 Y: 8.57	 Z: 0.00 	 W: 0.00
ID: 16	 X: -3.08	 Y: 8.63	 Z: 0.00 	 W: 0.00
ID: 17	 X: -5.40	 Y: 8.19	 Z: 0.00 	 W: 0.00
ID: 18	 X: -5.12	 Y: 8.76	 Z: 0.00 	 W: 0.00
ID: 19	 X: 12.64	 Y: 8.27	 Z: 0.00 	 W: 0.00
ID: 20	 X: 13.23	 Y: 7.56	 Z: 0.00 	 W: 0.00
ID: 21	 X: 8.73	 Y: 13.77	 Z: 0.00 	 W: 0.00
ID: 22	 X: 9.03	 Y: 13.88	 Z: 0.00 	 W: 0.00
ID: 23	 X: 4.24	 Y: 18.78	 Z: 0.00 	 W: 0.00
ID: 24	 X: 4.66	 Y: 19.00	 Z: 0.00 	 W: 0.00
bk
ID: 0	 X: -3.52	 Y: 2.75	 Z: 0.00 	 W: 0.00
ID: 1	 X: -3.67	 Y: 2.94	 Z: 0.00 	 W: 0.00
ID: 2	 X: -4.19	 Y: 2.63	 Z: 0.00 	 W: 0.00
ID: 3	 X: 8.73	 Y: 9.93	 Z: 0.00 	 W: 0.00
ID: 4	 X: 8.77	 Y: 10.10	 Z: 0.00 	 W: 0.00
ID: 5	 X: 5.03	 Y: 15.58	 Z: 0.00 	 W: 0.00
ID: 6	 X: 5.01	 Y: 15.82	 Z: 0.00 	 W: 0.00
ID: 7	 X: 2.46	 Y: 16.91	 Z: 0.00 	 W: 0.00
ID: 8	 X: 1.97	 Y: 17.22	 Z: 0.00 	 W: 0.00
ID: 9	 X: -10.84	 Y: 26.80	 Z: 0.00 	 W: 0.00
ID: 10	 X: -11.77	 Y: 26.74	 Z: 0.00 	 W: 0.00
ID: 11	 X: -10.64	 Y: 27.73	 Z: 0.00 	 W: 0.00
ID: 12	 X: -10.91	 Y: 27.90	 Z: 0.00 	 W: 0.00
ID: 13	 X: -11.62	 Y: 27.76	 Z: 0.00 	 W: 0.00
bk
ID: 0	 X: -0.56	 Y: 1.33	 Z: 0.00 	 W: 0.00
ID: 1	 X: -0.61	 Y: 1.62	 Z: 0.00 	 W: 0.00
ID: 2	 X: -0.07	 Y: 3.71	 Z: 0.00 	 W: 0.00
ID: 3	 X: -0.12	 Y: 3.96	 Z: 0.00 	 W: 0.00
ID: 4	 X: -0.05	 Y: 4.21	 Z: 0.00 	 W: 0.00
ID: 5	 X: -3.53	 Y: 3.82	 Z: 0.00 	 W: 0.00
ID: 6	 X: -3.66	 Y: 4.01	 Z: 0.00 	 W: 0.00
ID: 7	 X: -3.69	 Y: 4.35	 Z: 0.00 	 W: 0.00
ID: 8	 X: -3.35	 Y: 5.50	 Z: 0.00 	 W: 0.00
ID: 9	 X: -3.42	 Y: 5.76	 Z: 0.00 	 W: 0.00
ID: 10	 X: -3.64	 Y: 6.06	 Z: 0.00 	 W: 0.00
ID: 11	 X: -3.55	 Y: 6.52	 Z: 0.00 	 W: 0.00
ID: 12	 X: -3.59	 Y: 6.79	 Z: 0.00 	 W: 0.00
ID: 13	 X: -3.62	 Y: 7.04	 Z: 0.00 	 W: 0.00
ID: 14	 X: -2.22	 Y: 8.39	 Z: 0.00 	 W: 0.00
ID: 15	 X: -2.43	 Y: 8.57	 Z: 0.00 	 W: 0.00
ID: 16	 X: -3.13	 Y: 8.61	 Z: 0.00 	 W: 0.00
ID: 17	 X: -5.79	 Y: 8.03	 Z: 0.00 	 W: 0.00
ID: 18	 X: -5.12	 Y: 8.76	 Z: 0.00 	 W: 0.00
