bk
ID: 0	 X: -3.36	 Y: 2.53	 Z: 0.00 	 W: 0.00
ID: 1	 X: -3.54	 Y: 2.73	 Z: 0.00 	 W: 0.00
ID: 2	 X: 8.50	 Y: 9.67	 Z: 0.00 	 W: 0.00
ID: 3	 X: 8.73	 Y: 9.93	 Z: 0.00 	 W: 0.00
ID: 4	 X: 8.58	 Y: 10.25	 Z: 0.00 	 W: 0.00
ID: 5	 X: 11.14	 Y: 9.84	 Z: 0.00 	 W: 0.00
ID: 6	 X: 11.78	 Y: 9.44	 Z: 0.00 	 W: 0.00
ID: 7	 X: 2.25	 Y: 16.94	 Z: 0.00 	 W: 0.00
ID: 8	 X: 1.87	 Y: 17.23	 Z: 0.00 	 W: 0.00
ID: 9	 X: 1.79	 Y: 17.46	 Z: 0.00 	 W: 0.00
ID: 10	 X: 12.57	 Y: 15.39	 Z: 0.00 	 W: 0.00
ID: 11	 X: 12.97	 Y: 15.30	 Z: 0.00 	 W: 0.00
ID: 12	 X: 13.31	 Y: 15.33	 Z: 0.00 	 W: 0.00
bk
ID: 0	 X: -3.54	 Y: 2.73	 Z: 0.00 	 W: 0.00
ID: 1	 X: -3.72	 Y: 2.87	 Z: 0.00 	 W: 0.00
ID: 2	 X: -3.71	 Y: 3.28	 Z: 0.00 	 W: 0.00
ID: 3	 X: 8.44	 Y: 9.73	 Z: 0.00 	 W: 0.00
ID: 4	 X: 8.71	 Y: 9.92	 Z: 0.00 	 W: 0.00
ID: 5	 X: 8.70	 Y: 10.15	 Z: 0.00 	 W: 0.00
ID: 6	 X: 4.70	 Y: 13.20	 Z: 0.00 	 W: 0.00
ID: 7	 X: 5.23	 Y: 13.37	 Z: 0.00 	 W: 0.00
ID: 8	 X: 4.95	 Y: 15.32	 Z: 0.00 	 W: 0.00
ID: 9	 X: 5.02	 Y: 15.55	 Z: 0.00 	 W: 0.00
ID: 10	 X: 1.95	 Y: 16.98	 Z: 0.00 	 W: 0.00
ID: 11	 X: 1.87	 Y: 17.23	 Z: 0.00 	 W: 0.00
ID: 12	 X: 1.89	 Y: 17.43	 Z: 0.00 	 W: 0.00
bk
ID: 0	 X: -3.51	 Y: 2.77	 Z: 0.00 	 W: 0.00
ID: 1	 X: -3.72	 Y: 2.87	 Z: 0.00 	 W: 0.00
ID: 2	 X: -3.88	 Y: 3.07	 Z: 0.00 	 W: 0.00
ID: 3	 X: 8.33	 Y: 9.83	 Z: 0.00 	 W: 0.00
ID: 4	 X: 8.65	 Y: 9.97	 Z: 0.00 	 W: 0.00
ID: 5	 X: 8.58	 Y: 10.25	 Z: 0.00 	 W: 0.00
ID: 6	 X: 4.62	 Y: 13.21	 Z: 0.00 	 W: 0.00
ID: 7	 X: 5.63	 Y: 13.21	 Z: 0.00 	 W: 0.00
ID: 8	 X: 10.96	 Y: 10.04	 Z: 0.00 	 W: 0.00
ID: 9	 X: 11.49	 Y: 9.79	 Z: 0.00 	 W: 0.00
ID: 10	 X: 5.50	 Y: 15.13	 Z: 0.00 	 W: 0.00
ID: 11	 X: 6.59	 Y: 15.22	 Z: 0.00 	 W: 0.00
ID: 12	 X: 2.25	 Y: 16.94	 Z: 0.00 	 W: 0.00
ID: 13	 X: 1.87	 Y: 17.23	 Z: 0.00 	 W: 0.00
ID: 14	 X: 1.58	 Y: 17.45	 Z: 0.00 	 W: 0.00
ID: 15	 X: 12.20	 Y: 15.69	 Z: 0.00 	 W: 0.00
ID: 16	 X: 12.97	 Y: 15.30	 Z: 0.00 	 W: 0.00
ID: 17	 X: -18.36	 Y: 9.78	 Z: 0.00 	 W: 0.00
ID: 18	 X: -18.58	 Y: 9.89	 Z: 0.00 	 W: 0.00
ID: 19	 X: -11.87	 Y: 26.97	 Z: 0.00 	 W: 0.00
ID: 20	 X: -11.80	 Y: 27.26	 Z: 0.00 	 W: 0.00
bk
ID: 0	 X: -0.48	 Y: 1.36	 Z: 0.00 	 W: 0.00
ID: 1	 X: -0.57	 Y: 1.63	 Z: 0.00 	 W: 0.00
ID: 2	 X: -0.11	 Y: 3.71	 Z: 0.00 	 W: 0.00
ID: 3	 X: -0.14	 Y: 3.96	 Z: 0.00 	 W: 0.00
ID: 4	 X: -0.13	 Y: 4.21	 Z: 0.00 	 W: 0.00
ID: 5	 X: -3.46	 Y: 3.89	 Z: 0.00 	 W: 0.00
ID: 6	 X: -3.63	 Y: 4.08	 Z: 0.00 	 W: 0.00
ID: 7	 X: -3.79	 Y: 4.26	 Z: 0.00 	 W: 0.00
