bk
ID: 0	 X: -0.58	 Y: 1.30	 Z: 0.00 	 W: 0.00
ID: 1	 X: -0.65	 Y: 1.60	 Z: 0.00 	 W: 0.00
ID: 2	 X: -0.18	 Y: 3.71	 Z: 0.00 	 W: 0.00
ID: 3	 X: -0.19	 Y: 3.96	 Z: 0.00 	 W: 0.00
ID: 4	 X: -0.08	 Y: 4.21	 Z: 0.00 	 W: 0.00
ID: 5	 X: 0.08	 Y: 4.49	 Z: 0.00 	 W: 0.00
ID: 6	 X: -3.50	 Y: 3.84	 Z: 0.00 	 W: 0.00
ID: 7	 X: -3.60	 Y: 4.15	 Z: 0.00 	 W: 0.00
ID: 8	 X: -3.55	 Y: 4.46	 Z: 0.00 	 W: 0.00
ID: 9	 X: -3.81	 Y: 5.02	 Z: 0.00 	 W: 0.00
ID: 10	 X: -3.83	 Y: 5.18	 Z: 0.00 	 W: 0.00
ID: 11	 X: -3.78	 Y: 5.52	 Z: 0.00 	 W: 0.00
ID: 12	 X: -3.23	 Y: 6.28	 Z: 0.00 	 W: 0.00
ID: 13	 X: -3.40	 Y: 6.61	 Z: 0.00 	 W: 0.00
ID: 14	 X: -3.47	 Y: 6.86	 Z: 0.00 	 W: 0.00
ID: 15	 X: -2.22	 Y: 8.39	 Z: 0.00 	 W: 0.00
ID: 16	 X: -2.38	 Y: 8.59	 Z: 0.00 	 W: 0.00
ID: 17	 X: -2.82	 Y: 8.72	 Z: 0.00 	 W: 0.00
ID: 18	 X: -5.65	 Y: 8.13	 Z: 0.00 	 W: 0.00
ID: 19	 X: -4.96	 Y: 8.85	 Z: 0.00 	 W: 0.00
ID: 20	 X: -5.53	 Y: 9.47	 Z: 0.00 	 W: 0.00
ID: 21	 X: -4.38	 Y: 10.12	 Z: 0.00 	 W: 0.00
ID: 22	 X: -5.32	 Y: 10.35	 Z: 0.00 	 W: 0.00
ID: 23	 X: -5.02	 Y: 10.88	 Z: 0.00 	 W: 0.00
ID: 24	 X: -5.13	 Y: 10.95	 Z: 0.00 	 W: 0.00
ID: 25	 X: -5.90	 Y: 12.00	 Z: 0.00 	 W: 0.00
ID: 26	 X: -5.62	 Y: 12.37	 Z: 0.00 	 W: 0.00
ID: 27	 X: 9.42	 Y: 13.06	 Z: 0.00 	 W: 0.00
ID: 28	 X: 9.28	 Y: 13.37	 Z: 0.00 	 W: 0.00
ID: 29	 X: 9.67	 Y: 13.41	 Z: 0.00 	 W: 0.00
ID: 30	 X: 8.54	 Y: 14.82	 Z: 0.00 	 W: 0.00
ID: 31	 X: 8.29	 Y: 15.22	 Z: 0.00 	 W: 0.00
bk
ID: 0	 X: -3.54	 Y: 2.73	 Z: 0.00 	 W: 0.00
ID: 1	 X: -3.65	 Y: 2.96	 Z: 0.00 	 W: 0.00
